season,id,home_formation,home_G_saves,home_G_penalty_save,home_G_goals_conceded,home_G_clean_sheet,home_G_punches,home_G_total_throws,home_G_total_high_claim,home_G_good_high_claim,home_G_error_lead_to_goal,home_G_goal_kicks,home_G_accurate_long_balls,home_D_blocked_cross,home_D_blocked_pass,home_D_blocked_scoring_att,home_D_interception,home_D_won_tackle,home_D_duel_won,home_D_duel_lost,home_D_big_chance_created,home_D_error_lead_to_goal,home_D_aerial_won,home_D_aerial_lost,home_D_total_clearance,home_D_ball_recovery,home_D_fifty_fifty,home_D_total_att_assist,home_D_accurate_cross,home_D_accurate_long_balls,home_D_total_cross,home_D_total_tackle,home_D_effective_head_clearance,home_M_accurate_pass,home_M_goals,home_M_total_pass,home_M_big_chance_created,home_M_big_chance_missed,home_M_big_chance_scored,home_M_shot_off_target,home_M_penalty_won,home_M_accurate_freekick_cross,home_M_total_clearance,home_M_goals,home_M_interception,home_M_duel_won,home_M_duel_lost,home_M_accurate_goal_kicks,home_M_total_tackle,home_M_won_tackle,home_M_aerial_won,home_M_aerial_lost,home_M_fifty_fifty,home_M_successful_final_third_passes,home_M_total_final_third_passes,home_M_total_att_assist,home_M_effective_head_clearance,home_M_accurate_long_balls,home_F_accurate_pass,home_F_goals,home_F_big_chance_scored,home_F_big_chance_created,home_F_big_chance_missed,home_F_total_tackle,home_F_interception,home_F_penalty_won,home_F_total_clearance,home_F_shot_off_target,home_F_shot_fastbreak,home_F_total_att_assist,home_F_accurate_freekick_cross,home_F_goal_assist,home_F_total_scoring_att,home_F_duel_won,home_F_duel_lost,home_F_effective_head_clearance,away_formation,away_G_saves,away_G_penalty_save,away_G_goals_conceded,away_G_clean_sheet,away_G_punches,away_G_total_throws,away_G_total_high_claim,away_G_good_high_claim,away_G_error_lead_to_goal,away_G_goal_kicks,away_G_accurate_long_balls,away_D_blocked_cross,away_D_blocked_pass,away_D_blocked_scoring_att,away_D_interception,away_D_won_tackle,away_D_duel_won,away_D_duel_lost,away_D_big_chance_created,away_D_error_lead_to_goal,away_D_aerial_won,away_D_aerial_lost,away_D_total_clearance,away_D_ball_recovery,away_D_fifty_fifty,away_D_total_att_assist,away_D_accurate_cross,away_D_accurate_long_balls,away_D_total_cross,away_D_total_tackle,away_D_effective_head_clearance,away_M_accurate_pass,away_M_goals,away_M_total_pass,away_M_big_chance_created,away_M_big_chance_missed,away_M_big_chance_scored,away_M_shot_off_target,away_M_penalty_won,away_M_accurate_freekick_cross,away_M_total_clearance,away_M_goals,away_M_interception,away_M_duel_won,away_M_duel_lost,away_M_accurate_goal_kicks,away_M_total_tackle,away_M_won_tackle,away_M_aerial_won,away_M_aerial_lost,away_M_fifty_fifty,away_M_successful_final_third_passes,away_M_total_final_third_passes,away_M_total_att_assist,away_M_effective_head_clearance,away_M_accurate_long_balls,away_F_accurate_pass,away_F_goals,away_F_big_chance_scored,away_F_big_chance_created,away_F_big_chance_missed,away_F_total_tackle,away_F_interception,away_F_penalty_won,away_F_total_clearance,away_F_shot_off_target,away_F_shot_fastbreak,away_F_total_att_assist,away_F_accurate_freekick_cross,away_F_goal_assist,away_F_total_scoring_att,away_F_duel_won,away_F_duel_lost,away_F_effective_head_clearance,label
2023-24,93321,0.0,0.6341463414634146,0.0,0.7294117647058823,0.1,0.7692307692307693,0.0,0.5,0.45454545454545453,0.2,0.5718562874251497,0.4411764705882353,0.14285714285714285,0.1506849315068493,0.3571428571428571,0.19047619047619047,0.3333333333333333,0.39523809523809533,0.5294117647058824,0.07692307692307693,0.0,0.35398230088495575,0.4603174603174603,0.4,0.2743362831858407,0.0,0.0857142857142857,0.031746031746031744,0.23170731707317072,0.0576271186440678,0.4025974025974026,0.4111111111111111,0.45251396648044695,0.09090909090909091,0.4636,0.26666666666666666,0.16666666666666666,0.0,0.375,0.0,0.2222222222222222,0.42391304347826086,0.09090909090909091,0.24615384615384617,0.5781990521327014,0.47120418848167545,0.0,0.43103448275862066,0.45070422535211263,0.3644859813084112,0.4246575342465753,0.0,0.3810810810810811,0.40264423076923084,0.33333333333333337,0.38888888888888884,0.2774869109947644,0.24826216484607747,0.08333333333333333,0.06451612903225806,0.05,0.14705882352941177,0.21428571428571427,0.08333333333333333,0.0,0.2641509433962264,0.2978723404255319,0.1875,0.20588235294117646,0.0,0.07692307692307693,0.27868852459016397,0.2331288343558282,0.3817204301075269,0.21428571428571427,0.625,0.3433734939759036,0.0,0.3176470588235294,0.5,0.23076923076923078,0.0,0.4166666666666667,0.39999999999999997,0.0,0.3323529411764706,0.45121951219512196,0.3571428571428571,0.11267605633802819,0.42857142857142855,0.28846153846153844,0.41304347826086957,0.36898395721925126,0.36296296296296293,0.23076923076923078,0.0,0.21621621621621623,0.2666666666666667,0.2129032258064516,0.49122807017543857,0.0,0.21428571428571427,0.1111111111111111,0.2981366459627329,0.08813559322033898,0.38666666666666666,0.2183908045977011,0.8145,0.75,0.8194763435920993,0.8666666666666667,0.5,0.3333333333333333,0.6521739130434783,0.0,0.08333333333333333,0.23943661971830985,0.75,0.15873015873015872,0.4930232558139535,0.46236559139784944,0.0,0.2627118644067797,0.23880597014925373,0.16161616161616163,0.1111111111111111,0.0,0.8588709677419355,0.8701298701298701,0.8285714285714286,0.2272727272727273,0.44791666666666663,0.621105527638191,0.5277777777777778,0.4838709677419355,0.30000000000000004,0.6470588235294118,0.21428571428571427,0.041666666666666664,0.4,0.2641509433962264,0.7872340425531915,0.25,0.7058823529411764,0.25,0.5384615384615385,0.884297520661157,0.23197492163009403,0.2857142857142857,0.23809523809523808,2
2023-24,93377,0.75,0.49390243902439024,0.0,0.3529411764705882,0.4,0.38461538461538464,0.0,0.21666666666666667,0.19999999999999998,0.4,0.3263473053892216,0.19852941176470587,0.21428571428571427,0.1232876712328767,0.2857142857142857,0.2222222222222222,0.375,0.3714285714285715,0.3088235294117647,0.23076923076923078,0.0,0.40707964601769914,0.1746031746031746,0.3375,0.3672566371681416,0.0,0.32857142857142857,0.23809523809523808,0.32926829268292684,0.1864406779661017,0.35064935064935066,0.32222222222222224,0.4228620541469703,0.2727272727272727,0.4292,0.2,0.16666666666666666,0.16666666666666666,0.5833333333333333,0.0,0.0,0.14130434782608697,0.2727272727272727,0.24615384615384617,0.44549763033175355,0.5863874345549739,0.0,0.3706896551724138,0.3380281690140845,0.12149532710280372,0.2054794520547945,0.0,0.41081081081081083,0.42427884615384615,0.4927536231884058,0.1111111111111111,0.18848167539267016,0.5858987090367428,0.3333333333333333,0.29032258064516125,0.6000000000000001,0.5588235294117647,0.3142857142857143,0.041666666666666664,0.2,0.09433962264150943,0.7446808510638298,0.5625,0.7794117647058824,0.0,0.5384615384615385,0.8524590163934427,0.3006134969325153,0.44623655913978494,0.09523809523809523,0.625,0.8313253012048193,0.6666666666666666,0.6235294117647059,0.2,0.42307692307692313,0.0,0.45,0.36363636363636365,0.0,0.6411764705882353,0.44878048780487806,0.6428571428571428,0.26760563380281693,0.21428571428571427,0.5384615384615384,0.8260869565217391,0.5935828877005347,0.6666666666666667,0.15384615384615385,0.0,0.25225225225225223,0.3833333333333333,0.4322580645161291,0.4692982456140351,0.0,0.2714285714285714,0.1746031746031746,0.31055900621118016,0.17966101694915254,0.7866666666666667,0.4252873563218391,0.4365,0.5,0.49517684887459806,0.6,0.8333333333333333,0.6666666666666666,0.782608695652174,0.0,0.41666666666666663,0.8028169014084507,0.5,0.42857142857142855,0.7255813953488373,0.7258064516129032,0.0,0.3898305084745763,0.4477611940298508,0.6464646464646465,0.736111111111111,0.0,0.32392473118279574,0.4014167650531287,0.5571428571428572,0.7727272727272727,0.23437499999999997,0.3045226130653267,0.3055555555555555,0.1935483870967742,0.30000000000000004,0.2647058823529412,0.39999999999999997,0.22916666666666666,0.0,0.1509433962264151,0.3829787234042553,0.25,0.29411764705882354,0.0,0.3076923076923077,0.45454545454545453,0.4012539184952978,0.4857142857142857,0.14285714285714285,0
2023-24,93375,0.625,0.31097560975609756,0.3333333333333333,0.29411764705882354,0.15000000000000002,0.07692307692307693,0.0,0.31666666666666665,0.3090909090909091,0.2,0.251497005988024,0.2034313725490196,0.2857142857142857,0.136986301369863,0.14285714285714285,0.23809523809523808,0.3958333333333333,0.4238095238095239,0.375,0.23076923076923078,0.0,0.3274336283185841,0.30158730158730157,0.4750000000000001,0.44690265486725667,0.0,0.15714285714285714,0.06349206349206349,0.25,0.07457627118644068,0.4545454545454546,0.4444444444444445,0.5088096261280619,0.2727272727272727,0.5156000000000001,0.4,0.5,0.3333333333333333,0.5833333333333333,0.0,0.1111111111111111,0.2282608695652174,0.2727272727272727,0.35384615384615387,0.6255924170616114,0.6596858638743456,0.0,0.4482758620689655,0.39436619718309857,0.1588785046728972,0.2602739726027397,0.0,0.4351351351351352,0.451923076923077,0.44927536231884063,0.16666666666666666,0.3403141361256544,0.4726911618669315,0.2222222222222222,0.12903225806451613,0.35000000000000003,0.3235294117647059,0.2714285714285714,0.2708333333333333,0.6000000000000001,0.1509433962264151,0.3191489361702128,0.25,0.4264705882352941,0.0,0.3076923076923077,0.4098360655737705,0.29754601226993865,0.4220430107526882,0.14285714285714285,0.625,0.572289156626506,0.0,0.5647058823529412,0.4,0.15384615384615385,0.0,0.75,0.7636363636363636,0.4,0.4647058823529412,0.3975609756097561,0.2857142857142857,0.15492957746478875,0.42857142857142855,0.28846153846153844,0.47826086956521735,0.49732620320855614,0.5037037037037038,0.23076923076923078,0.0,0.16216216216216214,0.19999999999999998,0.3032258064516129,0.41666666666666663,0.0,0.21428571428571427,0.20634920634920634,0.21118012422360247,0.18305084745762712,0.5333333333333334,0.27586206896551724,0.524,0.41666666666666663,0.5424896646761599,0.4666666666666667,0.3333333333333333,0.5,0.34782608695652173,0.0,0.16666666666666666,0.2112676056338028,0.41666666666666663,0.25396825396825395,0.5953488372093023,0.6182795698924732,0.0,0.364406779661017,0.4029850746268657,0.1717171717171717,0.22222222222222218,0.0,0.3615591397849463,0.40023612750885473,0.5142857142857143,0.1590909090909091,0.34374999999999994,0.4462311557788945,0.3333333333333333,0.1935483870967742,0.6000000000000001,0.4117647058823529,0.17142857142857143,0.125,0.2,0.22641509433962265,0.5744680851063829,0.625,0.6764705882352942,0.0,0.7692307692307693,0.6446280991735538,0.2915360501567398,0.3948051948051948,0.19047619047619047,2
2023-24,93373,0.625,0.38414634146341464,0.0,0.32941176470588235,0.2,0.23076923076923078,0.5,0.2833333333333333,0.3090909090909091,0.4,0.19461077844311378,0.21813725490196076,0.14285714285714285,0.0684931506849315,0.21428571428571427,0.23809523809523808,0.35416666666666663,0.2952380952380953,0.3382352941176471,0.07692307692307693,0.0,0.22123893805309736,0.23809523809523808,0.24375,0.331858407079646,0.0,0.15714285714285714,0.06349206349206349,0.2682926829268293,0.0711864406779661,0.3116883116883117,0.23333333333333334,0.2780403953588311,0.09090909090909091,0.26720000000000005,0.13333333333333333,0.0,0.0,0.20833333333333331,0.0,0.0,0.05434782608695653,0.09090909090909091,0.046153846153846156,0.1943127962085308,0.3036649214659686,1.0,0.13793103448275862,0.1267605633802817,0.009345794392523366,0.1232876712328767,0.0,0.18783783783783786,0.1826923076923077,0.17391304347826086,0.037037037037037035,0.10471204188481675,0.3743793445878848,0.1388888888888889,0.06451612903225806,0.15000000000000002,0.1764705882352941,0.41428571428571426,0.20833333333333331,0.2,0.2830188679245283,0.3191489361702128,0.0625,0.27941176470588236,0.0,0.0,0.3360655737704918,0.23006134969325154,0.2446236559139785,0.19047619047619047,0.625,0.6927710843373495,0.3333333333333333,0.6470588235294118,0.35000000000000003,1.0,0.0,0.43333333333333335,0.36363636363636365,0.4,0.6529411764705882,0.4585365853658537,0.42857142857142855,0.07042253521126762,0.14285714285714285,0.1346153846153846,0.3913043478260869,0.2834224598930481,0.3481481481481482,0.15384615384615385,0.0,0.07207207207207206,0.19999999999999998,0.18709677419354842,0.3114035087719298,0.0,0.11428571428571427,0.09523809523809523,0.13043478260869565,0.0983050847457627,0.36,0.11494252873563217,0.302,0.08333333333333333,0.3481855764813964,0.4,0.16666666666666666,0.0,0.5652173913043479,0.0,0.08333333333333333,0.46478873239436624,0.08333333333333333,0.4761904761904762,0.558139534883721,0.6612903225806452,0.0,0.4067796610169492,0.3880597014925373,0.27272727272727276,0.36111111111111105,0.0,0.27284946236559143,0.3364817001180637,0.5571428571428572,0.38636363636363635,0.20833333333333334,0.31859296482412064,0.3611111111111111,0.29032258064516125,0.1,0.29411764705882354,0.35714285714285715,0.14583333333333331,0.0,0.49056603773584906,0.5744680851063829,0.625,0.4411764705882353,0.0,0.15384615384615385,0.6611570247933884,0.46394984326018807,0.6415584415584416,0.42857142857142855,0
2023-24,93371,0.75,0.2682926829268293,0.3333333333333333,0.2823529411764706,0.8,0.19230769230769232,0.0,0.6666666666666666,0.6363636363636364,0.6000000000000001,0.2664670658682635,0.34558823529411764,0.3571428571428571,0.1780821917808219,0.21428571428571427,0.38095238095238093,0.5,0.5333333333333333,0.5882352941176471,0.23076923076923078,0.0,0.48672566371681414,0.6349206349206349,0.43125,0.5707964601769911,0.0,0.21428571428571427,0.07936507936507936,0.3048780487804878,0.0711864406779661,0.5064935064935066,0.4888888888888889,0.3669961323592608,0.36363636363636365,0.35800000000000004,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.375,1.0,0.1111111111111111,0.2608695652173913,0.36363636363636365,0.3076923076923077,0.29383886255924174,0.2827225130890052,0.0,0.2931034482758621,0.29577464788732394,0.14953271028037382,0.2465753424657534,0.0,0.3972972972972973,0.37980769230769235,0.31884057971014496,0.24074074074074073,0.18324607329842932,0.5004965243296922,0.2222222222222222,0.16129032258064516,0.35000000000000003,0.20588235294117646,0.45714285714285713,0.20833333333333331,0.2,0.20754716981132074,0.44680851063829785,0.125,0.6176470588235294,0.0,0.38461538461538464,0.5409836065573771,0.3558282208588957,0.3548387096774194,0.14285714285714285,0.625,0.6626506024096386,0.0,0.7176470588235294,0.35000000000000003,0.576923076923077,0.0,0.55,0.5454545454545454,0.0,0.5882352941176471,0.2073170731707317,0.8571428571428571,0.2535211267605634,0.3571428571428571,0.5192307692307693,0.8478260869565217,0.6737967914438502,0.7333333333333334,0.3076923076923077,1.0,0.2882882882882883,0.3666666666666667,0.4064516129032258,0.6578947368421052,0.0,0.2714285714285714,0.14285714285714285,0.21739130434782608,0.18983050847457628,0.8266666666666668,0.3793103448275862,0.552,0.3333333333333333,0.5691318327974277,0.5333333333333333,0.5,0.16666666666666666,0.4782608695652174,0.0,0.08333333333333333,0.22535211267605634,0.3333333333333333,0.2698412698412698,0.5953488372093023,0.6559139784946237,0.0,0.4067796610169492,0.4029850746268657,0.07070707070707072,0.09722222222222221,0.0,0.5873655913978495,0.6257378984651711,0.6428571428571429,0.2727272727272727,0.14583333333333334,0.8592964824120604,0.4722222222222222,0.3870967741935484,1.0,0.20588235294117646,0.3,0.16666666666666666,0.2,0.07547169811320754,0.48936170212765956,0.4375,1.0,0.0,0.7692307692307693,0.6859504132231404,0.32601880877742945,0.3220779220779221,0.023809523809523808,1
2023-24,93372,0.75,0.6890243902439025,0.0,0.7411764705882353,0.35000000000000003,0.8846153846153847,0.0,0.7333333333333333,0.7272727272727273,0.2,0.8443113772455091,0.7818627450980392,0.42857142857142855,0.1095890410958904,0.14285714285714285,0.3333333333333333,0.35416666666666663,0.40952380952380957,0.3676470588235294,0.15384615384615385,0.5,0.3893805309734513,0.3968253968253968,0.5,0.3097345132743363,0.0,0.0857142857142857,0.09523809523809523,0.18292682926829268,0.06440677966101695,0.36363636363636365,0.46666666666666673,0.2311989686291362,0.4545454545454546,0.27040000000000003,0.4,0.8333333333333333,0.5,0.5833333333333333,0.0,0.1111111111111111,0.31521739130434784,0.4545454545454546,0.3384615384615385,0.48341232227488157,0.6020942408376964,0.0,0.33620689655172414,0.3380281690140845,0.22429906542056072,0.410958904109589,0.0,0.25135135135135134,0.3161057692307693,0.4057971014492754,0.2592592592592593,0.2094240837696335,0.22939424031777558,0.08333333333333333,0.06451612903225806,0.15000000000000002,0.3529411764705882,0.21428571428571427,0.14583333333333331,0.0,0.3773584905660377,0.23404255319148937,0.25,0.1764705882352941,0.0,0.07692307692307693,0.3442622950819672,0.18098159509202452,0.20161290322580644,0.21428571428571427,0.875,0.7289156626506025,0.0,0.6,0.65,0.576923076923077,0.0,0.5,0.4727272727272727,0.2,0.8,0.975609756097561,0.5,0.22535211267605637,0.42857142857142855,0.7884615384615384,0.7391304347826088,0.8449197860962566,0.6814814814814816,0.15384615384615385,0.0,0.7297297297297298,0.6,0.8064516129032258,0.631578947368421,0.0,0.17142857142857143,0.07936507936507936,0.5217391304347826,0.0711864406779661,0.7866666666666667,0.7816091954022988,0.344,0.16666666666666666,0.3702342673403766,0.26666666666666666,0.0,0.16666666666666666,0.5652173913043479,0.0,0.0,0.4084507042253521,0.16666666666666666,0.4126984126984127,0.6465116279069767,0.40322580645161293,0.0,0.5508474576271186,0.5223880597014926,0.30303030303030304,0.16666666666666666,0.0,0.25672043010752693,0.29279811097992914,0.3142857142857143,0.2727272727272727,0.19791666666666666,0.43015075376884426,0.08333333333333333,0.03225806451612903,0.5,0.14705882352941177,0.41428571428571426,0.22916666666666666,0.0,0.3773584905660377,0.5106382978723404,0.25,0.5882352941176471,0.625,0.23076923076923078,0.39669421487603307,0.34169278996865204,0.36103896103896105,0.30952380952380953,2
2023-24,93379,0.625,0.3353658536585366,0.0,0.3176470588235294,0.5,0.23076923076923078,0.0,0.4166666666666667,0.39999999999999997,0.0,0.3203592814371258,0.4485294117647059,0.42857142857142855,0.1780821917808219,0.3571428571428571,0.31746031746031744,0.47916666666666663,0.39523809523809533,0.4632352941176471,0.15384615384615385,0.0,0.23008849557522126,0.36507936507936506,0.23750000000000002,0.4911504424778761,0.0,0.19999999999999998,0.1111111111111111,0.3597560975609756,0.09491525423728814,0.48051948051948057,0.2222222222222222,0.6660936828534594,0.8181818181818182,0.6624000000000001,0.4,0.5,0.3333333333333333,0.5833333333333333,0.0,0.1111111111111111,0.20652173913043476,0.8181818181818182,0.18461538461538463,0.5308056872037914,0.47120418848167545,0.0,0.25,0.23943661971830987,0.16822429906542055,0.1506849315068493,0.0,0.7581081081081082,0.7524038461538463,0.5797101449275363,0.2222222222222222,0.46596858638743455,0.5988083416087389,0.3611111111111111,0.3225806451612903,0.30000000000000004,0.4411764705882353,0.3,0.08333333333333333,0.4,0.18867924528301885,0.6170212765957447,0.25,0.6764705882352942,0.09090909090909091,0.5384615384615385,0.7377049180327869,0.2791411042944785,0.27688172043010756,0.16666666666666666,0.0,0.3313253012048193,0.0,0.32941176470588235,0.1,0.19230769230769232,0.0,0.5,0.509090909090909,0.6000000000000001,0.3970588235294118,0.33658536585365856,0.3571428571428571,0.04225352112676056,0.14285714285714285,0.1346153846153846,0.3913043478260869,0.2566844919786096,0.2074074074074074,0.07692307692307693,0.0,0.13513513513513514,0.08333333333333334,0.1806451612903226,0.20614035087719296,0.0,0.05714285714285714,0.047619047619047616,0.049689440993788817,0.05084745762711864,0.36,0.1954022988505747,0.2455,0.16666666666666666,0.2733118971061093,0.26666666666666666,0.3333333333333333,0.16666666666666666,0.5217391304347826,0.0,0.25,0.295774647887324,0.16666666666666666,0.2222222222222222,0.41395348837209306,0.43548387096774194,0.0,0.2711864406779661,0.23880597014925373,0.24242424242424243,0.3055555555555556,0.0,0.185483870967742,0.21959858323494685,0.3,0.2272727272727273,0.16145833333333334,0.11055276381909548,0.16666666666666666,0.1935483870967742,0.1,0.11764705882352941,0.12857142857142856,0.020833333333333332,0.0,0.16981132075471697,0.1702127659574468,0.1875,0.14705882352941177,0.0,0.23076923076923078,0.1652892561983471,0.16927899686520376,0.19220779220779222,0.21428571428571427,0
2023-24,93378,0.25,0.8719512195121951,0.0,1.0,0.1,0.3076923076923077,0.0,0.26666666666666666,0.2727272727272727,0.2,1.0,0.7598039215686274,0.3571428571428571,0.0958904109589041,0.14285714285714285,0.2222222222222222,0.45833333333333326,0.3428571428571429,0.3897058823529411,0.15384615384615385,0.0,0.1946902654867257,0.2857142857142857,0.30625,0.2654867256637168,0.0,0.12857142857142856,0.06349206349206349,0.11585365853658536,0.07796610169491525,0.4545454545454546,0.21111111111111114,0.16974645466265575,0.09090909090909091,0.18480000000000002,0.26666666666666666,0.0,0.0,0.125,0.0,0.5555555555555556,0.19565217391304346,0.09090909090909091,0.2153846153846154,0.3033175355450237,0.2670157068062827,0.0,0.2931034482758621,0.30985915492957744,0.09345794392523363,0.0547945205479452,0.0,0.14594594594594595,0.17788461538461542,0.3478260869565218,0.09259259259259259,0.18848167539267016,0.3247269116186693,0.1388888888888889,0.16129032258064516,0.15000000000000002,0.08823529411764705,0.21428571428571427,0.10416666666666666,0.0,0.6226415094339622,0.2765957446808511,0.0625,0.25,0.0,0.07692307692307693,0.3524590163934426,0.4386503067484663,0.4220430107526882,0.5476190476190476,0.625,0.8072289156626506,0.0,0.6823529411764706,0.2,0.34615384615384615,0.0,0.75,0.6727272727272727,0.6000000000000001,0.7411764705882353,0.2634146341463415,0.2857142857142857,0.26760563380281693,0.2857142857142857,0.3846153846153846,0.6521739130434783,0.7433155080213903,0.7777777777777778,0.15384615384615385,0.0,0.35135135135135137,0.3666666666666667,0.5483870967741935,0.5482456140350876,0.0,0.24285714285714283,0.07936507936507936,0.4161490683229814,0.10847457627118644,0.6666666666666667,0.5402298850574713,0.33949999999999997,0.16666666666666666,0.3615066605420303,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.34782608695652173,0.0,0.0,0.4366197183098592,0.16666666666666666,0.2698412698412698,0.6046511627906976,0.6129032258064517,0.0,0.576271186440678,0.5970149253731344,0.19191919191919193,0.36111111111111105,0.0,0.1491935483870968,0.1829988193624557,0.2,0.36363636363636365,0.13541666666666666,0.499497487437186,0.2222222222222222,0.12903225806451613,0.30000000000000004,0.14705882352941177,0.2714285714285714,0.1875,0.2,0.18867924528301885,0.36170212765957444,0.5,0.39705882352941174,0.25,0.46153846153846156,0.40495867768595045,0.3385579937304075,0.3974025974025974,0.09523809523809523,1
2023-24,93376,0.625,0.23780487804878048,0.0,0.3176470588235294,0.30000000000000004,0.3076923076923077,0.0,0.4,0.41818181818181815,0.0,0.4011976047904192,0.3357843137254902,0.5714285714285714,0.2054794520547945,0.21428571428571427,0.2857142857142857,0.6666666666666666,0.5238095238095238,0.5514705882352942,0.15384615384615385,0.0,0.34513274336283184,0.5079365079365079,0.65,0.5575221238938053,0.0,0.17142857142857143,0.1111111111111111,0.475609756097561,0.10508474576271186,0.6753246753246753,0.6000000000000001,0.12161581435324452,0.2727272727272727,0.1236,0.2,0.16666666666666666,0.16666666666666666,0.29166666666666663,0.0,0.2222222222222222,0.10869565217391304,0.2727272727272727,0.18461538461538463,0.37914691943127965,0.4136125654450262,0.0,0.27586206896551724,0.23943661971830987,0.0747663551401869,0.1643835616438356,0.0,0.127027027027027,0.1322115384615385,0.31884057971014496,0.07407407407407407,0.03141361256544503,0.40218470705064546,0.1388888888888889,0.0967741935483871,0.2,0.14705882352941177,0.6,0.22916666666666666,0.0,0.2830188679245283,0.3191489361702128,0.0625,0.29411764705882354,0.09090909090909091,0.23076923076923078,0.39344262295081966,0.4815950920245399,0.5080645161290324,0.21428571428571427,0.75,0.8072289156626506,0.0,0.7176470588235294,0.5,0.6923076923076923,0.0,0.31666666666666665,0.2909090909090909,0.2,0.5882352941176471,0.4292682926829268,0.3571428571428571,0.23943661971830987,0.14285714285714285,0.6538461538461539,0.49999999999999994,0.42245989304812825,0.5037037037037038,0.07692307692307693,1.0,0.2072072072072072,0.2666666666666667,0.3870967741935484,0.42543859649122806,0.0,0.15714285714285714,0.15873015873015872,0.3354037267080745,0.15254237288135591,0.56,0.3563218390804598,0.3455,0.16666666666666666,0.38447404685346803,0.26666666666666666,0.3333333333333333,0.0,0.6521739130434783,0.0,0.08333333333333333,0.3943661971830986,0.16666666666666666,0.23809523809523808,0.5209302325581395,0.532258064516129,0.0,0.4915254237288136,0.417910447761194,0.20202020202020202,0.29166666666666663,0.0,0.22446236559139787,0.27508854781582054,0.4857142857142857,0.25,0.23437499999999997,0.4894472361809046,0.1388888888888889,0.12903225806451613,0.2,0.08823529411764705,0.2714285714285714,0.125,0.0,0.20754716981132074,0.2978723404255319,0.125,0.3529411764705882,0.0,0.07692307692307693,0.3057851239669422,0.25705329153605017,0.2545454545454545,0.19047619047619047,1
2023-24,93367,0.625,0.3231707317073171,0.0,0.32941176470588235,0.1,0.19230769230769232,0.0,0.5,0.509090909090909,0.6000000000000001,0.3862275449101797,0.33333333333333337,0.2857142857142857,0.0410958904109589,0.14285714285714285,0.06349206349206349,0.3125,0.16190476190476194,0.14705882352941174,0.07692307692307693,0.0,0.05309734513274336,0.07936507936507936,0.14375000000000002,0.11061946902654868,0.0,0.0857142857142857,0.031746031746031744,0.018292682926829257,0.04745762711864407,0.24675324675324675,0.16666666666666666,0.17877094972067037,0.18181818181818182,0.19840000000000002,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5833333333333333,0.0,0.4444444444444444,0.20652173913043476,0.18181818181818182,0.24615384615384617,0.40758293838862564,0.4973821989528796,0.0,0.22413793103448276,0.2112676056338028,0.20560747663551399,0.3424657534246575,0.0,0.1824324324324324,0.2139423076923077,0.36231884057971014,0.14814814814814814,0.17277486910994766,0.339622641509434,0.16666666666666666,0.0967741935483871,0.30000000000000004,0.14705882352941177,0.2571428571428571,0.10416666666666666,0.0,0.22641509433962265,0.2553191489361702,0.3125,0.3676470588235294,0.0,0.3076923076923077,0.30327868852459017,0.2177914110429448,0.2338709677419355,0.16666666666666666,0.625,0.6385542168674699,0.0,0.7294117647058823,0.1,0.7692307692307693,0.0,0.5,0.45454545454545453,0.2,0.5794117647058824,0.44390243902439025,0.3571428571428571,0.05633802816901409,0.21428571428571427,0.1730769230769231,0.2608695652173913,0.2299465240641711,0.32592592592592595,0.07692307692307693,0.0,0.17117117117117114,0.35,0.25806451612903225,0.20175438596491224,0.0,0.07142857142857142,0.07936507936507936,0.17391304347826086,0.08135593220338982,0.28,0.28735632183908044,0.417,0.25,0.45291685806155263,0.06666666666666667,0.0,0.0,0.30434782608695654,0.0,0.25,0.4366197183098592,0.25,0.30158730158730157,0.4604651162790698,0.32258064516129037,0.0,0.3474576271186441,0.3731343283582089,0.27272727272727276,0.3194444444444444,0.0,0.3306451612903226,0.36953955135773314,0.3857142857142857,0.3181818181818182,0.17708333333333334,0.2974874371859297,0.08333333333333333,0.03225806451612903,0.1,0.11764705882352941,0.22857142857142856,0.14583333333333331,0.0,0.2641509433962264,0.2553191489361702,0.125,0.29411764705882354,0.125,0.15384615384615385,0.23140495867768596,0.2476489028213166,0.34025974025974026,0.19047619047619047,1
